original_image_file,cropped_image_file,Date,Tag Number,Tag Number 3,det_num,det_confidence,species1,prob1,Human_verified_spp,species2,prob2,species3,prob3,entropy,classification_precision,Species,Trademark/Cultivar,AscensionNumber,EYB_Inflorescence Type,RHS_InflorescentType,Flower Type,False Sepals,Color,SterileFloretLength(in),SterileFloretLength(cm),PanicleLength(in),AvgInflorescencesPerPanicle
Braatz_images\2019_08_07_done\16C\P8071272.JPG,P8071272_1.jpg,2019-08-07,C16,C16,1,0.8154,Bombus_impatiens,98.1,,Bombus_bimaculatus,0.3,Xylocopa_virginica,0.2,0.1589,0.9491,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071273.JPG,P8071273_1.jpg,2019-08-07,C16,C16,1,0.7682,Bombus_bimaculatus,59,,Bombus_impatiens,38.6,Bombus_vagans_sandersoni,1.5,0.7939,0.9318,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071274.JPG,P8071274_1.jpg,2019-08-07,C16,C16,1,0.7396,Bombus_impatiens,91.8,,Bombus_bimaculatus,6.5,Bombus_affinis,0.7,0.3468,0.9491,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071317.JPG,P8071317_1.jpg,2019-08-07,C16,C16,1,0.8733,Wasp,99.9,,Syrphidae,0.1,Coleoptera,0,0.0112,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071318.JPG,P8071318_1.jpg,2019-08-07,C16,C16,1,0.8644,Wasp,99.9,,Syrphidae,0.1,Hylaeus,0,0.0054,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071319.JPG,P8071319_1.jpg,2019-08-07,C16,C16,1,0.7736,Wasp,99.9,,Syrphidae,0.1,Coleoptera,0,0.0072,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071320.JPG,P8071320_1.jpg,2019-08-07,C16,C16,1,0.7872,Wasp,95.1,,Syrphidae,4.8,Coleoptera,0.1,0.2014,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\16C\P8071322.JPG,P8071322_1.jpg,2019-08-07,C16,C16,1,0.7094,Lasioglossum,99.1,,Hylaeus,0.2,Meliponini,0.2,0.0668,0.9521,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_07_done\3C\P8071210.JPG,P8071210_1.jpg,2019-08-07,C3,C3,1,0.7032,Apis_mellifera,98.9,,Apis_mellifera,0.5,Apis_florea,0.2,0.081,0.9707,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071211.JPG,P8071211_1.jpg,2019-08-07,C3,C3,1,0.857,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0001,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071212.JPG,P8071212_1.jpg,2019-08-07,C3,C3,1,0.8269,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0027,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071300.JPG,P8071300_1.jpg,2019-08-07,C3,C3,1,0.7465,Wasp,100,,Syrphidae,0,Coleoptera,0,0.0042,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071302.JPG,P8071302_1.jpg,2019-08-07,C3,C3,1,0.831,Coleoptera,84.6,,Wasp,15.2,Diptera,0.1,0.4435,0.9916,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071303.JPG,P8071303_1.jpg,2019-08-07,C3,C3,1,0.8071,Wasp,99.9,,Calliopsis,0.1,Syrphidae,0,0.0079,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071306.JPG,P8071306_1.jpg,2019-08-07,C3,C3,1,0.8176,Wasp,99.7,,Coleoptera,0.3,Sphecodes,0,0.0183,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\3C\P8071309.JPG,P8071309_1.jpg,2019-08-07,C3,C3,1,0.8457,Wasp,99.7,,Syrphidae,0.2,Ceratina,0.1,0.0258,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_08_07_done\4A\P8071087.JPG,P8071087_1.jpg,2019-08-07,A4,A4,1,0.7913,Bombus_affinis,80.3,,Bombus_impatiens,10.6,Bombus_citrinus,3.6,0.7706,0.9677,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\4A\P8071088.JPG,P8071088_1.jpg,2019-08-07,A4,A4,1,0.7954,Bombus_affinis,100,,Bombus_hypocrita,0,Bombus_citrinus,0,0.0044,0.9677,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\4A\P8071090.JPG,P8071090_1.jpg,2019-08-07,A4,A4,1,0.7616,Bombus_affinis,98.9,,Bombus_citrinus,1,Bombus_terricola,0,0.0615,0.9677,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\4A\P8071091.JPG,P8071091_1.jpg,2019-08-07,A4,A4,1,0.7606,Bombus_affinis,100,,Bombus_terricola,0,Bombus_hypocrita,0,0.0028,0.9677,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\4A\P8071092.JPG,P8071092_1.jpg,2019-08-07,A4,A4,1,0.8061,Bombus_affinis,99.5,,Bombus_terricola,0.2,Bombus_hypocrita,0.1,0.0392,0.9677,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\4A\P8071096.JPG,P8071096_1.jpg,2019-08-07,A4,A4,1,0.7783,Wasp,99.9,,Syrphidae,0,Coleoptera,0,0.0053,0.9575,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_08_07_done\5A\P8071099.JPG,P8071099_1.jpg,2019-08-07,A5,A5,1,0.7899,Wasp,99.7,,Syrphidae,0.3,Coleoptera,0,0.0215,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071101.JPG,P8071101_1.jpg,2019-08-07,A5,A5,1,0.8173,Wasp,99.9,,Syrphidae,0.1,Hylaeus,0,0.0045,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071102.JPG,P8071102_1.jpg,2019-08-07,A5,A5,1,0.7578,Wasp,90.8,,Syrphidae,2.9,Anthidium,2.7,0.477,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071103.JPG,P8071103_1.jpg,2019-08-07,A5,A5,1,0.7526,Apis_mellifera,99.5,,Andrena_flavipes,0.3,Andrena_vaga,0,0.0409,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071104.JPG,P8071104_1.jpg,2019-08-07,A5,A5,1,0.7425,Apis_mellifera,97.7,,Colletes_cunicularius,1.1,Syrphidae,0.3,0.1613,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071105.JPG,P8071105_1.jpg,2019-08-07,A5,A5,1,0.7357,Apis_mellifera,99.9,,Apis_mellifera,0.1,Osmia,0,0.0115,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071106.JPG,P8071106_1.jpg,2019-08-07,A5,A5,1,0.7309,Apis_mellifera,99.8,,Apis_mellifera,0.1,Andrena_florea,0,0.0129,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071107.JPG,P8071107_1.jpg,2019-08-07,A5,A5,1,0.824,Wasp,100,,Triepeolus,0,Syrphidae,0,0.0008,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071111.JPG,P8071111_1.jpg,2019-08-07,A5,A5,1,0.7656,Apis_mellifera,97.2,,Apis_mellifera,2.1,Osmia,0.2,0.1562,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071112.JPG,P8071112_1.jpg,2019-08-07,A5,A5,1,0.7967,Apis_mellifera,99.4,,Syrphidae,0.1,Lasioglossum,0.1,0.0564,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071113.JPG,P8071113_1.jpg,2019-08-07,A5,A5,1,0.7621,Apis_mellifera,98.7,,Osmia,0.3,Osmia_bicornis,0.2,0.1042,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071114.JPG,P8071114_1.jpg,2019-08-07,A5,A5,1,0.7261,Apis_mellifera,49.7,,Colletes_cunicularius,16.9,Xylocopa_tabaniformis,7.7,1.9789,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071115.JPG,P8071115_1.jpg,2019-08-07,A5,A5,1,0.7976,Syrphidae,55.1,,Wasp,40,Diptera,1.9,0.9301,0.9836,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071116.JPG,P8071116_1.jpg,2019-08-07,A5,A5,1,0.7593,Wasp,99.8,,Ceratina,0.1,Hylaeus,0,0.0167,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071117.JPG,P8071117_1.jpg,2019-08-07,A5,A5,1,0.7943,Wasp,96.1,,Melissodes_bimaculatus,0.7,Coleoptera,0.6,0.259,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071119.JPG,P8071119_1.jpg,2019-08-07,A5,A5,1,0.7512,Apis_mellifera,99.3,,Apis_mellifera,0.5,Apis_florea,0,0.0479,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071120.JPG,P8071120_1.jpg,2019-08-07,A5,A5,1,0.7171,Coleoptera,65.8,,Megachile,16.2,Meliponini,9,1.1671,0.9916,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071121.JPG,P8071121_1.jpg,2019-08-07,A5,A5,1,0.7122,Apis_mellifera,98.6,,Apis_mellifera,0.7,Colletes_inaequalis,0.5,0.0914,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071123.JPG,P8071123_1.jpg,2019-08-07,A5,A5,1,0.7795,Apis_mellifera,99.6,,Colletes,0.2,Colletes_cunicularius,0.1,0.038,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071124.JPG,P8071124_1.jpg,2019-08-07,A5,A5,1,0.7684,Apis_mellifera,92.3,,Syrphidae,2.9,Apis_mellifera,2.3,0.3779,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071125.JPG,P8071125_1.jpg,2019-08-07,A5,A5,1,0.7997,Apis_mellifera,92.9,,Apis_mellifera,5.9,Apis_florea,0.7,0.3114,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071126.JPG,P8071126_1.jpg,2019-08-07,A5,A5,1,0.7646,Apis_mellifera,99.2,,Apis_mellifera,0.5,Syrphidae,0.1,0.061,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071127.JPG,P8071127_1.jpg,2019-08-07,A5,A5,1,0.7333,Apis_mellifera,99.7,,Apis_mellifera,0.2,Colletes_cunicularius,0,0.0229,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071128.JPG,P8071128_1.jpg,2019-08-07,A5,A5,1,0.7739,Apis_mellifera,99.1,,Osmia,0.4,Apis_mellifera,0.2,0.0724,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071129.JPG,P8071129_1.jpg,2019-08-07,A5,A5,1,0.7782,Apis_mellifera,99.9,,Andrena_haemorrhoa,0,Colletes_cunicularius,0,0.0124,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071130.JPG,P8071130_1.jpg,2019-08-07,A5,A5,1,0.7588,Apis_mellifera,87.2,,Apis_mellifera,11.7,Bombus_impatiens,0.4,0.4489,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071131.JPG,P8071131_1.jpg,2019-08-07,A5,A5,1,0.7691,Apis_mellifera,58.5,,Apis_mellifera,41.3,Osmia,0,0.6976,0.9488,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071132.JPG,P8071132_1.jpg,2019-08-07,A5,A5,1,0.7639,Apis_mellifera,85.7,,Apis_mellifera,13.5,Apis_dorsata,0.5,0.454,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071134.JPG,P8071134_1.jpg,2019-08-07,A5,A5,1,0.8937,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0023,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071136.JPG,P8071136_1.jpg,2019-08-07,A5,A5,1,0.8719,Wasp,98.3,,Coleoptera,1.7,Sphecodes,0,0.0888,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071137.JPG,P8071137_1.jpg,2019-08-07,A5,A5,1,0.84,Wasp,99.9,,Coleoptera,0.1,Lepidoptera,0,0.0111,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071138.JPG,P8071138_1.jpg,2019-08-07,A5,A5,1,0.7874,Wasp,83.8,,Coleoptera,16.1,Diptera,0.1,0.4471,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071140.JPG,P8071140_1.jpg,2019-08-07,A5,A5,1,0.7329,Apis_mellifera,99,,Osmia,0.4,Osmia_bicornis,0.3,0.0788,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071141.JPG,P8071141_1.jpg,2019-08-07,A5,A5,1,0.7263,Apis_mellifera,87,,Megachile,7.1,Osmia,5.6,0.4944,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071338.JPG,P8071338_1.jpg,2019-08-07,A5,A5,1,0.7204,Apis_mellifera,83.9,,Apis_mellifera,14.6,Apis_florea,0.9,0.5048,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071340.JPG,P8071340_1.jpg,2019-08-07,A5,A5,1,0.7588,Apis_mellifera,98.5,,Syrphidae,0.3,Apis_mellifera,0.3,0.1216,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\5A\P8071341.JPG,P8071341_1.jpg,2019-08-07,A5,A5,1,0.7277,Apis_mellifera,99.8,,Apis_mellifera,0,Syrphidae,0,0.0158,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_08_07_done\8B\P8071173.JPG,P8071173_1.jpg,2019-08-07,B8,B8,1,0.8434,Apis_mellifera,96.8,,Apis_mellifera,1.8,Megachile_perihirta,0.5,0.1939,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071174.JPG,P8071174_1.jpg,2019-08-07,B8,B8,1,0.7696,Apis_mellifera,98,,Apis_mellifera,0.6,Apis_dorsata,0.2,0.1597,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071175.JPG,P8071175_1.jpg,2019-08-07,B8,B8,1,0.7459,Apis_mellifera,99,,Apis_mellifera,0.9,Halictus_scabiosae,0,0.0598,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071176.JPG,P8071176_1.jpg,2019-08-07,B8,B8,1,0.7443,Apis_mellifera,97.7,,Apis_mellifera,1.8,Apis_florea,0.3,0.1288,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071177.JPG,P8071177_1.jpg,2019-08-07,B8,B8,1,0.7748,Apis_mellifera,99.6,,Bombus_ardens,0.1,Anthophora_urbana,0.1,0.0414,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071178.JPG,P8071178_1.jpg,2019-08-07,B8,B8,1,0.7579,Apis_mellifera,99.8,,Apis_mellifera,0.1,Apis_florea,0,0.0182,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071179.JPG,P8071179_1.jpg,2019-08-07,B8,B8,1,0.8239,Apis_mellifera,99.9,,Apis_mellifera,0,Syrphidae,0,0.0109,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071180.JPG,P8071180_1.jpg,2019-08-07,B8,B8,1,0.8115,Apis_mellifera,98.1,,Apis_mellifera,0.6,Syrphidae,0.2,0.1595,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071181.JPG,P8071181_1.jpg,2019-08-07,B8,B8,1,0.8099,Apis_mellifera,100,,Apis_florea,0,Apis_mellifera,0,0.0048,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\8B\P8071182.JPG,P8071182_1.jpg,2019-08-07,B8,B8,1,0.7716,Apis_mellifera,98.8,,Apis_mellifera,1.1,Anthophora_urbana,0,0.0755,0.9707,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_08_07_done\9A\P8071145.JPG,P8071145_1.jpg,2019-08-07,A9,A9,1,0.7949,Apis_mellifera,47.2,,Xylocopa_sonorina,38.7,Meliponini,11.8,1.1188,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071146.JPG,P8071146_1.jpg,2019-08-07,A9,A9,1,0.7759,Apis_mellifera,97.8,,Bombus_ardens,1.1,Andrena_prunorum,0.3,0.1459,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071147.JPG,P8071147_1.jpg,2019-08-07,A9,A9,1,0.7725,Apis_mellifera,99.9,,Andrena_prunorum,0.1,Apis_mellifera,0,0.0118,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071148.JPG,P8071148_1.jpg,2019-08-07,A9,A9,1,0.8065,Apis_mellifera,96.5,,Meliponini,2.5,Syrphidae,0.3,0.1906,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071149.JPG,P8071149_1.jpg,2019-08-07,A9,A9,1,0.7837,Apis_mellifera,99.6,,Apis_mellifera,0.2,Andrena_prunorum,0.1,0.0294,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071150.JPG,P8071150_1.jpg,2019-08-07,A9,A9,1,0.7228,Apis_mellifera,97.9,,Meliponini,2.1,Apis_mellifera,0,0.1084,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071151.JPG,P8071151_1.jpg,2019-08-07,A9,A9,1,0.7573,Apis_mellifera,97.9,,Meliponini,1.9,Apis_dorsata,0.1,0.1104,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071152.JPG,P8071152_1.jpg,2019-08-07,A9,A9,1,0.7594,Apis_mellifera,97.8,,Apis_mellifera,0.8,Apis_florea,0.6,0.1392,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071155.JPG,P8071155_1.jpg,2019-08-07,A9,A9,1,0.7731,Apis_mellifera,79.8,,Diphaglossa_gayi,12.3,Andrena_prunorum,3.4,0.8015,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071156.JPG,P8071156_1.jpg,2019-08-07,A9,A9,1,0.8132,Apis_mellifera,99.5,,Apis_mellifera,0.3,Meliponini,0.1,0.0414,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071157.JPG,P8071157_1.jpg,2019-08-07,A9,A9,1,0.7803,Apis_mellifera,99.4,,Meliponini,0.2,Diphaglossa_gayi,0.2,0.0492,0.9707,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071161.JPG,P8071161_1.jpg,2019-08-07,A9,A9,1,0.7785,Lepidoptera,100,,Diptera,0,Thyreus,0,0,0.9686,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071162.JPG,P8071162_1.jpg,2019-08-07,A9,A9,1,0.7808,Lepidoptera,100,,Coleoptera,0,Xylocopa_latipes,0,0,0.9686,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071167.JPG,P8071167_1.jpg,2019-08-07,A9,A9,1,0.8226,Lepidoptera,100,,Xylocopa_latipes,0,Wasp,0,0.0021,0.9686,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071169.JPG,P8071169_1.jpg,2019-08-07,A9,A9,1,0.7659,Lepidoptera,100,,Diptera,0,Coleoptera,0,0.0005,0.9686,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_07_done\9A\P8071170.JPG,P8071170_1.jpg,2019-08-07,A9,A9,1,0.8118,Lepidoptera,100,,Diptera,0,Xylocopa_latipes,0,0.0005,0.9686,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_08_19_done\16C\P8091411.JPG,P8091411_1.jpg,2019-08-19,C16,C16,1,0.7878,Wasp,100,,Coleoptera,0,Lipotriches,0,0.0002,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_19_done\16C\P8091412.JPG,P8091412_1.jpg,2019-08-19,C16,C16,1,0.7058,Apis_mellifera,99.4,,Apis_mellifera,0.3,Meliponini,0.1,0.0515,0.9707,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_08_19_done\16C\P8091413.JPG,P8091413_1.jpg,2019-08-19,C16,C16,1,0.872,Wasp,100,,Coleoptera,0,Diptera,0,0.0015,0.9575,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
